QGC WPL 110
0	1	3	16	0	2.0	0	0	41.16	-8.62	35.0	1
1	0	3	16	0	2.0	0	0	41.16	-8.62	34.95	1
2	0	3	16	0	2.0	0	0	41.16004496608029	-8.62	34.9	1
3	0	3	16	0	2.0	0	0	41.16004496608029	-8.619940274141749	34.85	1
4	0	3	16	0	2.0	0	0	41.16008993216059	-8.619940274141749	34.8	1
5	0	3	16	0	2.0	0	0	41.16008993216059	-8.619880548283497	34.75	1
6	0	3	16	0	2.0	0	0	41.160134898240884	-8.619880548283497	34.7	1
7	0	3	16	0	2.0	0	0	41.160134898240884	-8.619880548283497	34.65	1
8	0	3	16	0	2.0	0	0	41.16017986432118	-8.619820822425247	34.6	1
9	0	3	16	0	2.0	0	0	41.16017986432118	-8.619820822425247	34.55	1
10	0	3	16	0	2.0	0	0	41.160224830401475	-8.619761096566997	34.5	1
11	0	3	16	0	2.0	0	0	41.16026979648177	-8.619761096566997	34.45	1
12	0	3	16	0	2.0	0	0	41.16026979648177	-8.619701370708745	34.4	1
13	0	3	16	0	2.0	0	0	41.16031476256207	-8.619701370708745	34.35	1
14	0	3	16	0	2.0	0	0	41.16031476256207	-8.619701370708745	34.3	1
15	0	3	16	0	2.0	0	0	41.16035972864236	-8.619641644850494	34.25	1
16	0	3	16	0	2.0	0	0	41.16035972864236	-8.619641644850494	34.2	1
17	0	3	16	0	2.0	0	0	41.16040469472266	-8.619581918992244	34.15	1
18	0	3	16	0	2.0	0	0	41.16040469472266	-8.619581918992244	34.1	1
19	0	3	16	0	2.0	0	0	41.16044966080295	-8.619581918992244	34.05	1
20	0	3	16	0	2.0	0	0	41.16049462688325	-8.619522193133992	34.0	1
21	0	3	16	0	2.0	0	0	41.16049462688325	-8.619522193133992	33.95	1
22	0	3	16	0	2.0	0	0	41.160539592963545	-8.619462467275742	33.9	1
23	0	3	16	0	2.0	0	0	41.160539592963545	-8.619462467275742	33.85	1
24	0	3	16	0	2.0	0	0	41.16058455904384	-8.619402741417492	33.8	1
25	0	3	16	0	2.0	0	0	41.16058455904384	-8.619402741417492	33.75	1
26	0	3	16	0	2.0	0	0	41.160629525124136	-8.619402741417492	33.7	1
27	0	3	16	0	2.0	0	0	41.160629525124136	-8.61934301555924	33.65	1
28	0	3	16	0	2.0	0	0	41.16067449120444	-8.61934301555924	33.6	1
29	0	3	16	0	2.0	0	0	41.160719457284735	-8.61928328970099	33.55	1
30	0	3	16	0	2.0	0	0	41.160719457284735	-8.61928328970099	33.5	1
